ID NAP;DIRECCION;Puertos_Utilizados;Puertos_Disponibles;Latitud;Longitud
C10-R041-04;Av. Balbin y Garibaldi, TANDIL;0;8;-37,3148698;-59,1216286
C10-R042-01;Colombia y Cuba, TANDIL;2;6;-37,3136567;-59,1211317
C10-R042-02;Edison y Colombia, TANDIL;0;8;-37,314317;-59,1202769
C10-R042-03;Cuba 934, TANDIL;0;8;-37,3142507;-59,1215395
C10-R042-04;Av. Balbin y Haiti, TANDIL;0;8;-37,3132865;-59,1224066
C10-R043-01;Colombia y Guatemala, TANDIL;1;7;-37,31243203;-59,12275626
C10-R043-02;Av. Balbin 1157, TANDIL;1;7;-37,3127201;-59,1229078
C11-R044-01;Linier y Newton, TANDIL;0;8;-37,3138269;-59,1185455
C11-R044-02;Av Espora y Liniers, TANDIL;2;6;-37,3143915;-59,1175469
C11-R044-03;Newton y Colombia, TANDIL;0;8;-37,3149102;-59,119447
C11-R044-04;Edison y Colombia, TANDIL;0;8;-37,3143122;-59,1202444
C11-R045-01;Liniers 1202, TANDIL;2;6;-37,3127839;-59,1199998
C11-R045-02;Liniers y Edison p, TANDIL;1;7;-37,3133338;-59,1191209
C11-R045-03;Colombia 1197, TANDIL;5;3;-37,3138733;-59,1207883
C11-R045-04;Haití 1013, TANDIL;6;2;-37,3124883;-59,1220716
C11-R046-01;Liniers y Guatemala, TANDIL;3;5;-37,3109949;-59,1223264
C11-R046-02;Liniers y Haití, TANDIL;2;6;-37,3117201;-59,1210733
C11-R046-03;Guatemala 1023, TANDIL;0;8;-37,3118459;-59,1231289
C11-R047-01;Liniers 1637, TANDIL;2;6;-37,3088481;-59,1247881
C11-R047-02;Balbín y Rauch, TANDIL;0;8;-37,3094417;-59,124995
C11-R048-01;Franklin y Newton, TANDIL;2;6;-37,3132649;-59,11784462
C11-R048-02;Franklin y Espora, TANDIL;0;8;-37,31363657;-59,11733469
C11-R048-03;Liniers y Newton, TANDIL;2;6;-37,31393305;-59,11828991
C11-R048-04;Liniers y Edison, TANDIL;0;8;-37,31347009;-59,11885638
C11-R049-01;Franklin y Cuba, TANDIL;3;5;-37,31219534;-59,11918757
C11-R049-02;Franklin y Edison, TANDIL;0;8;-37,31280309;-59,11832149
C11-R049-03;Liniers y Cuba, TANDIL;2;6;-37,31282553;-59,11965998
C11-R049-04;Liniers y Haití, TANDIL;0;8;-37,31195613;-59,12084074
C11-R050-01;Franklin y Méjico, TANDIL;6;2;-37,30938454;-59,12263315
C11-R050-02;Franklin y Guatemala, TANDIL;1;7;-37,31035898;-59,12148034
C11-R050-03;Liniers y Méjico, TANDIL;3;5;-37,31002533;-59,1230765
C11-R050-04;Liniers y Rauch, TANDIL;2;6;-37,30924274;-59,12430907
C11-R051-01;Franklin y Honduras, TANDIL;1;7;-37,30758545;-59,12492511
C11-R051-02;Franklin y Rauch, TANDIL;1;7;-37,30850458;-59,12378534
C11-R051-03;Balbín y Honduras, TANDIL;8;0;-37,30831664;-59,12541287
C11-R051-04;Balbín y Pje Guernica, TANDIL;0;8;-37,30735739;-59,12594078
C14-R052-01;Piedrabuena y Newton, TANDIL;2;6;-37,3118691;-59,1164796
C14-R052-02;Av Espora y Piedrabuena, TANDIL;1;7;-37,3126768;-59,1153511
C14-R052-03;Newton y Primera Junta, TANDIL;0;8;-37,3127246;-59,1176268
C14-R052-04;Cuba y Primera Junta, TANDIL;4;4;-37,311737;-59,1185609
C14-R053-01;Piedrabuena y Cuba, TANDIL;0;8;-37,3110293;-59,1176754
C14-R053-02;Haiti 1207, TANDIL;1;7;-37,3111961;-59,119313
C14-R053-03;Piñero y Haiti, TANDIL;0;8;-37,3108483;-59,1188883
C14-R053-04;1ra Junta y Jurado, TANDIL;1;7;-37,3105236;-59,1204472
C14-R054-01;Piñero 1403, TANDIL;0;8;-37,3094153;-59,1203049
C14-R054-02;Piñero y Jurado, TANDIL;0;8;-37,3101336;-59,1198079
C14-R054-03;Primera Junta y Guatemala, TANDIL;0;8;-37,3099517;-59,12082
C14-R054-04;México 1207, TANDIL;0;8;-37,3092963;-59,1215812
C14-R055-01;Gomez y Piñero, TANDIL;2;6;-37,3084339;-59,1220648
C14-R055-02;Piñero y México, TANDIL;3;5;-37,308781;-59,1213283
C14-R055-03;Gomez 1207, TANDIL;0;8;-37,3087783;-59,12264
C14-R055-04;Rauch y Primera Junta, TANDIL;2;6;-37,3081459;-59,1230684
C14-R056-01;Peyrel 1298, TANDIL;2;6;-37,3067333;-59,1228
C14-R056-02;Rauch y Piedrabuena, TANDIL;0;8;-37,3071483;-59,122135
C14-R056-03;Peyrel y Primera Junta, TANDIL;2;6;-37,3082596;-59,1233987
C14-R056-04;Pío XII y Primera Junta, TANDIL;3;5;-37,3068687;-59,1246957
C14-R057-01;Pío XII 1206, TANDIL;2;6;-37,3067633;-59,1246667
C14-R057-02;Guemes Sur 1299, TANDIL;4;4;-37,3062167;-59,12527
C14-R057-03;Piedrabuena y Guemes sur, TANDIL;0;8;-37,30549;-59,124445
C14-R057-04;Pío XII y Pugliese, TANDIL;0;8;-37,3081483;-59,1270133
C14-R058-01;Piedrabuena y Guatemala, TANDIL;1;7;-37,30899;-59,119886
C14-R058-02;Piedrabuena y Jurado, TANDIL;1;7;-37,3095714;-59,1190565
C14-R058-03;Piñeiro y Guatemala, TANDIL;1;7;-37,30955271;-59,12024016
C14-R058-04;Piñeiro y México, TANDIL;1;7;-37,3088838;-59,1210217
C14-R059-01;Piedrabuena y Gomez, TANDIL;5;3;-37,3077454;-59,1214697
C14-R059-02;México y Piedrabuena, TANDIL;2;6;-37,3081534;-59,1206197
C14-R059-03;Gomez 1301, TANDIL;0;8;-37,3082896;-59,1219095
C14-R059-04;Rauch 1253, TANDIL;1;7;-37,3074321;-59,1224328
C14-R060-01;Colectora J C Pugliese y Newton, TANDIL;2;6;-37,31098733;-59,11555974
C14-R060-02;Colectora J C Pugliese y Espora, TANDIL;0;8;-37,31214216;-59,1147475
C14-R060-03;Piedrabuena y Newton, TANDIL;3;5;-37,31190438;-59,11629292
C14-R060-04;Piedrabuena y Cuba, TANDIL;0;8;-37,31103849;-59,11746062
C14-R061-01;Colectora J C Pugliese y Haití, TANDIL;1;7;-37,30949182;-59,11749485
C14-R061-02;Colectora J C Pugliese y Cuba, TANDIL;1;7;-37,3104629;-59,11704795
C14-R061-03;Piedrabuena y Haití, TANDIL;0;8;-37,31038138;-59,11821414
C14-R061-04;Piedrabuena y Jurado, TANDIL;0;8;-37,30944467;-59,1185547
C14-R062-01;Colectora J C Pugliese y Guatemala, TANDIL;1;7;-37,30835701;-59,11910606
C14-R062-02;Colectora J C Pugliese y Jurado, TANDIL;0;8;-37,3089343;-59,11832812
C14-R062-03;Piedrabuena y Guatemala, TANDIL;0;8;-37,30905026;-59,11956535
C14-R062-04;Piedrabuena y Méjico, TANDIL;0;8;-37,3084351;-59,12047003
C14-R063-01;Colectora J C Pugliese y Gómez, TANDIL;1;7;-37,30707989;-59,12073002
C14-R063-02;Colectora J C Pugliese y Méjico, TANDIL;1;7;-37,30770242;-59,11991097
C14-R063-03;Piedrabuena y Gómez, TANDIL;0;8;-37,30785002;-59,12116654
C14-R063-04;Piedrabuena y Rauch, TANDIL;1;7;-37,30728515;-59,12190277
C14-R064-01;Colectora J C Pugliese y Peyrel, TANDIL;0;8;-37,30584761;-59,12247997
C14-R064-02;Colectora J C Pugliese y Rauch, TANDIL;0;8;-37,30663254;-59,1215125
C14-R064-03;Piedrabuena y Peyrel, TANDIL;4;4;-37,30663483;-59,12270145
C14-R064-04;Piedrabuena y Pío XII, TANDIL;8;0;-37,30595184;-59,12352112
DV-58-01;14 de Julio 473, TANDIL;1;7;-37,3294483;-59,1395139
RIM-001;Chacabuco 350, TANDIL;2;6;-37,3305266;-59,1374591
RIM-002;Fuerte independencia 348, TANDIL;7;1;-37,3300992;-59,1360958
RIM-003;General Rodriguez 333, TANDIL;2;6;-37,3297275;-59,134428
RIM-004;9 de Julio 290, TANDIL;1;7;-37,3298465;-59,1332098
RIM-005;Belgrano 725, TANDIL;0;8;-37,3282641;-59,1332777
RIM-022;Ezeiza y Suipacha, TANDIL;2;6;-37,3366141;-59,1480209
RIM-021;Brandsen 240, TANDIL;2;6;-37,3345608;-59,1440718
RIM-031;Gral. Rodríguez 999, TANDIL;0;8;-37,3215706;-59,1394082
RIM-033;San lorenzo 843, TANDIL;1;7;-37,3255537;-59,1437518
RIM-032;14 de Julio 1169, TANDIL;2;6;-37,3210416;-59,1446034
C01-R004-05;Av. del Valle 835, TANDIL;3;5;-37,312194;-59,1410293
RIM-025;Bolivia y Dhers, TANDIL;1;7;-37,3413158;-59,1488286
RIM-023;Chaco 750 , TANDIL;2;6;-37,3313478;-59,1529547
RIM-081;Saavedra Lamas 151, TANDIL;3;5;-37,347944;-59,1319485
RIM-051;Rosales 2760, TANDIL;1;7;-37,2930778;-59,1307442
RIM-052;Basilico y Muñiz , TANDIL;1;7;-37,2952992;-59,1211868
RIM-053;Ijurco y Chapaleofu, TANDIL;2;6;-37,2934254;-59,1143014
RIM-054;Independencia 2380, TANDIL;1;7;-37,2910464;-59,1200544
RIM-061;Jurado y Darragueira, TANDIL;1;7;-37,3069207;-59,1156596
RIM-062;Cuba 1600, TANDIL;1;7;-37,3081275;-59,1140944
C03-R010-05-DV;Av. Colón 1219, TANDIL;3;5;-37,3165811;-59,1349591
RIM-006;9 de julio 441, TANDIL;1;7;-37,3279903;-59,1340348
RIM-034;Brandsen 1155, TANDIL;0;8;-37,3233371;-59,1503737
RIM-027;Juldain 51, TANDIL;1;7;-37,339354;-59,1402273
RIM-055;Chapaleofú 2900, TANDIL;1;7;-37,2847553;-59,1252307
RIM-056;Independencia 2062, TANDIL;1;7;-37,2938948;-59,1163378
RIM-065;Caseros 1775, TANDIL;1;7;-37,3130401;-59,1039379
RIM-063;Casacuberta 994, TANDIL;1;7;-37,3074093;-59,1085105
RIM-073;Pasaje Salceda 719, TANDIL;1;7;-37,325095;-59,1129809
RIM-067;AV. Mons. Actis y Muñiz , TANDIL;1;7;-37,3062453;-59,1073189
RIM-071;Loberia Y Tacuari, TANDIL;2;6;-37,3339368;-59,1140183
RIM-057;Aeronautica Argentina 1400, TANDIL;1;7;-37,2977695;-59,1286675
RIM-042;Quintana 503, TANDIL;1;7;-37,30809;-59,141737
RIM-082;Guido 471, TANDIL;1;7;-37,340459;-59,1314033
RIM-064;Argerich 968, TANDIL;0;8;-37,3058001;-59,1057061
RIM-072;Fleming y Ariztegui, TANDIL;1;7;-37,3333;-59,10907
RIM-043;Patagonia 977, TANDIL;3;5;-37,2984768;-59,1408246
RIM-041;Saen Peña 541, TANDIL;0;8;-37,305884;-59,1396971
RIM-036;Juan b Justo 238, TANDIL;1;7;-37,3174382;-59,1562933
RIM-037;Rodríguez 1260, TANDIL;2;6;-37,31863;-59,1414579
RIM-038;9 de Julio 1205, TANDIL;1;7;-37,3184595;-59,139328
RIM-058;San Francisco 2162, TANDIL;0;8;-37,2943373;-59,1178035
RIM-066;Peyrel y Darragueira , TANDIL;1;7;-37,3038494;-59,1195664
RIM-044;Ameghino y Ruta 226, TANDIL;2;6;-37,2981512;-59,1321786
RIM-024;Ezeiza 10, TANDIL;0;8;-37,338965;-59,1470113
RIM-083;Avellaneda 550, TANDIL;2;6;-37,3337334;-59,1331302
RIM-035;Cheverrier 342, TANDIL;1;7;-37,3202204;-59,1560301
RIM-011;Jujuy 46, TANDIL;1;7;-37,3088434;-59,1513758
RIM-012;Kramer 250, TANDIL;1;7;-37,3098849;-59,1546143
RIM-013;García y Cardiel, TANDIL;1;7;-37,3116068;-59,1599171
RIM-014;De la Canal y Las Animas , TANDIL;1;7;-37,3005915;-59,1639527
RIM-047;Pasteur 1153, TANDIL;1;7;-37,2996482;-59,1352176
RIM-026;De los granaderos 198, TANDIL;1;7;-37,3411042;-59,1453567
RIM-068;Malvinas 1913, TANDIL;1;7;-37,3079913;-59,1069192
RIM-045;Sáenz Peña 742, TANDIL;1;7;-37,3042506;-59,142412
RIM-046;Av. Del valle 1420, TANDIL;2;6;-37,3080992;-59,1316141
RURALINK OLT2;RURALINK, TANDIL;3;45;-37,320178;-59,1182755
RURALINK OLT3;RURALINK OLT3, TANDIL;3;45;-37,320178;-59,1182755
RIM-007;Fournier 19, TANDIL;1;7;-37,3263638;-59,1344908
C03-R012-04-DV;Machado 1161, TANDIL;2;6;-37,3117209;-59,1355058
RIM-MUNI-01;Belgrano 417, TANDIL;4;4;-37,329861;-59,1373477
RIM-MUNI-02;Belgrano 485, TANDIL;0;8;-37,3298481;-59,1374252
SM-C02-25;SAAVEDRA 362, TANDIL;0;16;-37,3233333;-59,1187711
SM-C01-10-DV;AV BUZON 752, TANDIL;0;16;-37,3287999;-59,1367167
SM-C05-10-DV;Mitre 1347, TANDIL;4;4;-37,3199598;-59,1270979
C15-RXX-001;San Martin 590, , TANDIL;1;7;-37,3263817;-59,1370649
RIM-085;Guido 272, TANDIL;2;6;-37,3376712;-59,1327444
RIM-084;Dorrego 775, TANDIL;1;7;-37,345847;-59,1353327
C02-R008-05;Arana y colon, TANDIL;1;7;-37,3133603;-59,1370099
SM-C10-N10;Mitre 880, TANDIL;0;16;-37,3287999;-59,1367167
R002-05-DV;General paz 1133, TANDIL;5;3;-37,3182303;-59,1360446
